record_id,first_name,last_name,address,telephone,dob,ethnicity,race,sex,height,weight,email
474,Jesus,Klingenstein,9 Castelo Ave,8653514228,1970-06-03,1,4,1,178,113,jesus.klingenstein@aol.com
475,Alisson,Lichtfuss,38 Rosemary Ct,2944438131,1979-05-28,1,5,1,176.3,156,alisson.lichtfuss@aol.com
476,Cora,Datwyler,74 Stockton St,5923164713,1942-08-23,1,4,1,175.3,47,cora.datwyler@aol.com
477,Dakota,Tadych,38 Sibert Ln,3376646323,1947-07-07,1,4,1,152.7,123,dakota.tadych@aol.com
478,Kelton,Vaessen,25 Mcallister St,7918246945,1996-06-28,1,4,0,175.2,114,kelton.vaessen@aol.com
479,German,Wickstrom,52 Shotwell St,7392973896,1981-01-26,1,4,1,180.5,87,german.wickstrom@aol.com
480,Laila,Vilay,98 Santos St,2263264495,1965-09-11,1,4,1,205.3,125,laila.vilay@aol.com
481,Lorelai,Cains,66 Elim Aly,8133281336,1998-01-06,1,4,0,183.1,120,lorelai.cains@aol.com
482,Charlotte,Tamminen,57 Bitting Ave,9399716334,1958-10-15,1,4,0,180.1,152,charlotte.tamminen@aol.com
483,Keaton,Mcgettigan,39 Twin Peaks Blvd,3628135339,1953-08-19,1,4,1,172.4,104,keaton.mcgettigan@aol.com
484,Holden,Poniatowski,56 Diaz Ave,6845337923,1973-03-06,1,4,0,165.7,96,holden.poniatowski@aol.com
485,Tyler,Feyerabend,45 Arellano Ave,9613845374,1979-10-20,1,4,0,166.8,103,tyler.feyerabend@aol.com
486,Georgia,Steinhauer,14 Geneva Ave,8139996123,2000-02-21,1,4,0,180.5,129,georgia.steinhauer@aol.com
487,Leland,Aiello,27 Avenue b,2934282737,1991-07-18,1,3,0,187.9,96,leland.aiello@aol.com
488,Damaris,Maulin,70 Van Buren St,4619488351,1952-06-23,1,4,1,173.2,105,damaris.maulin@aol.com
489,Billy,Beson,75 Mary St,2768785632,1941-03-28,1,6,1,178.6,122,billy.beson@aol.com
490,Angie,Pervier,74 Potomac St,8137176391,1959-01-22,1,4,1,175.5,113,angie.pervier@aol.com
491,Beau,Hesford,27 Blandy St,3174638237,1939-08-19,1,4,1,174.6,97,beau.hesford@aol.com
492,Mattie,Peterson,84 Sandpiper Cove Way,3547535393,1948-03-16,1,5,1,192.8,64,mattie.peterson@aol.com
493,Chase,Zotti,88 Kirkham St,6139572215,1982-04-27,1,4,1,162.3,61,chase.zotti@aol.com
494,Cooper,Gendelman,28 Shephard Pl,8176337737,1931-08-18,1,4,1,171.6,121,cooper.gendelman@aol.com
495,Brock,Salsburg,12 Redondo St,5738981318,1982-08-22,1,4,1,169,148,brock.salsburg@aol.com
496,August,Hempler,58 Escondido Ave,5733392122,1938-07-14,1,4,0,171.7,143,august.hempler@aol.com
497,Reese,Glassmeyer,19 Miley St,8637316327,1955-10-18,1,4,1,188.8,104,reese.glassmeyer@aol.com
498,Adriel,Lian,31 Mccarthy Ave,2687223349,1932-11-11,1,4,1,176.4,65,adriel.lian@aol.com
499,Esteban,Grandchamp,28 Harrington St,8136813778,2000-12-24,1,5,1,165,88,esteban.grandchamp@aol.com
500,Rashad,Wymes,70 Faxon Ave,5334552366,1972-06-11,1,4,1,188.8,81,rashad.wymes@aol.com
